protocol_version,seed,N,detector,calibration_method,calibration_request,calibration_size,threshold,threshold_min,threshold_max,threshold_rank,finite_sample_alpha_supported,trimmed_count,recall,false_positive_rate,empirical_coverage,success,episode_1710_present,episode_1710_score,episode_1710_determines_any_threshold,episode_1710_threshold_fraction,episode_1710_neighbor_fraction,retained_features
calibration-tail-robustness-v1.0.0,4,25,RACE,TRIMMED_SENSITIVITY,100,100,45.6430456866,45.6430456866,45.6430456866,99,True,1,0.508609271523,0.01,0.99,False,True,31.3367911929,False,0,1,542
calibration-tail-robustness-v1.0.0,4,25,RACE,MAX_SCORE,all,119,56.3332299847,56.3332299847,56.3332299847,119,False,0,0.407947019868,0,1,False,True,31.3367911929,False,0,1,542
calibration-tail-robustness-v1.0.0,4,25,RACE,FINITE_SAMPLE,all,119,56.3332299847,56.3332299847,56.3332299847,119,True,0,0.407947019868,0,1,False,True,31.3367911929,False,0,1,542
calibration-tail-robustness-v1.0.0,4,25,RACE,CONTEXT_CONDITIONAL,all,119,56.3332299847,45.6430456866,56.3332299847,100,True,0,0.407947019868,0,1,False,True,31.3367911929,False,0,0.94269005848,542
calibration-tail-robustness-v1.0.0,4,25,RACE,TRIMMED_SENSITIVITY,all,119,45.6430456866,45.6430456866,45.6430456866,118,True,1,0.508609271523,0.01,0.99,False,True,31.3367911929,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,MAX_SCORE,100,100,9665.48846047,9665.48846047,9665.48846047,100,False,0,0.00264900662252,0,1,False,True,9665.48846047,True,1,1,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,FINITE_SAMPLE,100,100,9665.48846047,9665.48846047,9665.48846047,100,True,0,0.00264900662252,0,1,False,True,9665.48846047,True,1,1,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,CONTEXT_CONDITIONAL,100,100,9665.48846047,9665.48846047,9665.48846047,100,True,0,0.00264900662252,0,1,False,True,9665.48846047,True,1,1,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,TRIMMED_SENSITIVITY,100,100,38.0239628162,38.0239628162,38.0239628162,99,True,1,1,0.01,0.99,True,True,9665.48846047,False,0,1,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,MAX_SCORE,all,119,9665.48846047,9665.48846047,9665.48846047,119,False,0,0.00264900662252,0,1,False,True,9665.48846047,True,1,1,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,FINITE_SAMPLE,all,119,9665.48846047,9665.48846047,9665.48846047,119,True,0,0.00264900662252,0,1,False,True,9665.48846047,True,1,1,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,CONTEXT_CONDITIONAL,all,119,9665.48846047,36.5530875606,9665.48846047,100,True,0,0.00264900662252,0.01,0.99,False,True,9665.48846047,True,0.94269005848,0.94269005848,531
calibration-tail-robustness-v1.0.0,4,50,TargetOnly,TRIMMED_SENSITIVITY,all,119,38.0239628162,38.0239628162,38.0239628162,118,True,1,1,0.01,0.99,True,True,9665.48846047,False,0,1,531
calibration-tail-robustness-v1.0.0,4,50,RACE,MAX_SCORE,100,100,59.5765088606,59.5765088606,59.5765088606,100,False,0,0.394701986755,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,RACE,FINITE_SAMPLE,100,100,59.5765088606,59.5765088606,59.5765088606,100,True,0,0.394701986755,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,RACE,CONTEXT_CONDITIONAL,100,100,59.5765088606,59.5765088606,59.5765088606,100,True,0,0.394701986755,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,RACE,TRIMMED_SENSITIVITY,100,100,47.2512182579,47.2512182579,47.2512182579,99,True,1,0.500662251656,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,RACE,MAX_SCORE,all,119,59.5765088606,59.5765088606,59.5765088606,119,False,0,0.394701986755,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,RACE,FINITE_SAMPLE,all,119,59.5765088606,59.5765088606,59.5765088606,119,True,0,0.394701986755,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,50,RACE,CONTEXT_CONDITIONAL,all,119,59.5765088606,47.2512182579,59.5765088606,100,True,0,0.394701986755,0.01,0.99,False,True,33.2017579721,False,0,0.94269005848,542
calibration-tail-robustness-v1.0.0,4,50,RACE,TRIMMED_SENSITIVITY,all,119,47.2512182579,47.2512182579,47.2512182579,118,True,1,0.500662251656,0.01,0.99,False,True,33.2017579721,False,0,1,542
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,MAX_SCORE,100,100,12343.8282107,12343.8282107,12343.8282107,100,False,0,0.00264900662252,0,1,False,True,12343.8282107,True,1,1,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,FINITE_SAMPLE,100,100,12343.8282107,12343.8282107,12343.8282107,100,True,0,0.00264900662252,0,1,False,True,12343.8282107,True,1,1,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,CONTEXT_CONDITIONAL,100,100,12343.8282107,12343.8282107,12343.8282107,100,True,0,0.00264900662252,0,1,False,True,12343.8282107,True,1,1,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,TRIMMED_SENSITIVITY,100,100,39.1197038794,39.1197038794,39.1197038794,99,True,1,1,0.01,0.99,True,True,12343.8282107,False,0,1,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,MAX_SCORE,all,119,12343.8282107,12343.8282107,12343.8282107,119,False,0,0.00264900662252,0,1,False,True,12343.8282107,True,1,1,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,FINITE_SAMPLE,all,119,12343.8282107,12343.8282107,12343.8282107,119,True,0,0.00264900662252,0,1,False,True,12343.8282107,True,1,1,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,CONTEXT_CONDITIONAL,all,119,12343.8282107,39.1197038794,12343.8282107,100,True,0,0.00264900662252,0,1,False,True,12343.8282107,True,0.94269005848,0.94269005848,534
calibration-tail-robustness-v1.0.0,4,100,TargetOnly,TRIMMED_SENSITIVITY,all,119,40.4630320082,40.4630320082,40.4630320082,118,True,1,1,0.01,0.99,True,True,12343.8282107,False,0,1,534
calibration-tail-robustness-v1.0.0,4,100,RACE,MAX_SCORE,100,100,37.8929330203,37.8929330203,37.8929330203,100,False,0,0.809271523179,0,1,False,True,37.8929330203,True,1,1,542
calibration-tail-robustness-v1.0.0,4,100,RACE,FINITE_SAMPLE,100,100,37.8929330203,37.8929330203,37.8929330203,100,True,0,0.809271523179,0,1,False,True,37.8929330203,True,1,1,542
calibration-tail-robustness-v1.0.0,4,100,RACE,CONTEXT_CONDITIONAL,100,100,37.8929330203,37.8929330203,37.8929330203,100,True,0,0.809271523179,0,1,False,True,37.8929330203,True,1,1,542
calibration-tail-robustness-v1.0.0,4,100,RACE,TRIMMED_SENSITIVITY,100,100,33.4181038078,33.4181038078,33.4181038078,99,True,1,0.994701986755,0,1,True,True,37.8929330203,False,0,1,542
calibration-tail-robustness-v1.0.0,4,100,RACE,MAX_SCORE,all,119,37.8929330203,37.8929330203,37.8929330203,119,False,0,0.809271523179,0,1,False,True,37.8929330203,True,1,1,542
calibration-tail-robustness-v1.0.0,4,100,RACE,FINITE_SAMPLE,all,119,37.8929330203,37.8929330203,37.8929330203,119,True,0,0.809271523179,0,1,False,True,37.8929330203,True,1,1,542
calibration-tail-robustness-v1.0.0,4,100,RACE,CONTEXT_CONDITIONAL,all,119,37.8929330203,33.4181038078,37.8929330203,100,True,0,0.809271523179,0,1,False,True,37.8929330203,True,0.94269005848,0.94269005848,542
calibration-tail-robustness-v1.0.0,4,100,RACE,TRIMMED_SENSITIVITY,all,119,33.4181038078,33.4181038078,33.4181038078,118,True,1,0.994701986755,0,1,True,True,37.8929330203,False,0,1,542
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,MAX_SCORE,100,100,44.4553548825,44.4553548825,44.4553548825,100,False,0,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,FINITE_SAMPLE,100,100,44.4553548825,44.4553548825,44.4553548825,100,True,0,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,CONTEXT_CONDITIONAL,100,100,44.4553548825,44.4553548825,44.4553548825,100,True,0,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,TRIMMED_SENSITIVITY,100,100,44.1400431158,44.1400431158,44.1400431158,99,True,1,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,MAX_SCORE,all,119,44.4553548825,44.4553548825,44.4553548825,119,False,0,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,FINITE_SAMPLE,all,119,44.4553548825,44.4553548825,44.4553548825,119,True,0,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,CONTEXT_CONDITIONAL,all,119,44.4553548825,43.892113973,44.4553548825,100,True,0,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,TargetOnly,TRIMMED_SENSITIVITY,all,119,44.1400431158,44.1400431158,44.1400431158,118,True,1,1,0.02,0.98,False,False,,False,0,0,527
calibration-tail-robustness-v1.0.0,5,10,RACE,MAX_SCORE,100,100,56.9734738132,56.9734738132,56.9734738132,100,False,0,0.459602649007,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,FINITE_SAMPLE,100,100,56.9734738132,56.9734738132,56.9734738132,100,True,0,0.459602649007,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,CONTEXT_CONDITIONAL,100,100,56.9734738132,56.9734738132,56.9734738132,100,True,0,0.459602649007,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,TRIMMED_SENSITIVITY,100,100,48.1471376891,48.1471376891,48.1471376891,99,True,1,0.517880794702,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,MAX_SCORE,all,119,56.9734738132,56.9734738132,56.9734738132,119,False,0,0.459602649007,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,FINITE_SAMPLE,all,119,56.9734738132,56.9734738132,56.9734738132,119,True,0,0.459602649007,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,CONTEXT_CONDITIONAL,all,119,56.9734738132,48.1471376891,56.9734738132,100,True,0,0.459602649007,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,10,RACE,TRIMMED_SENSITIVITY,all,119,48.1471376891,48.1471376891,48.1471376891,118,True,1,0.517880794702,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,MAX_SCORE,100,100,43.0229259476,43.0229259476,43.0229259476,100,False,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,FINITE_SAMPLE,100,100,43.0229259476,43.0229259476,43.0229259476,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,CONTEXT_CONDITIONAL,100,100,43.0229259476,43.0229259476,43.0229259476,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,TRIMMED_SENSITIVITY,100,100,41.4406316575,41.4406316575,41.4406316575,99,True,1,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,MAX_SCORE,all,119,43.0229259476,43.0229259476,43.0229259476,119,False,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,FINITE_SAMPLE,all,119,43.0229259476,43.0229259476,43.0229259476,119,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,CONTEXT_CONDITIONAL,all,119,39.9103630161,38.6730639578,43.0229259476,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,TargetOnly,TRIMMED_SENSITIVITY,all,119,41.4406316575,41.4406316575,41.4406316575,118,True,1,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,25,RACE,MAX_SCORE,100,100,58.5365694544,58.5365694544,58.5365694544,100,False,0,0.42119205298,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,FINITE_SAMPLE,100,100,58.5365694544,58.5365694544,58.5365694544,100,True,0,0.42119205298,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,CONTEXT_CONDITIONAL,100,100,58.5365694544,58.5365694544,58.5365694544,100,True,0,0.42119205298,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,TRIMMED_SENSITIVITY,100,100,46.2387887078,46.2387887078,46.2387887078,99,True,1,0.529801324503,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,MAX_SCORE,all,119,58.5365694544,58.5365694544,58.5365694544,119,False,0,0.42119205298,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,FINITE_SAMPLE,all,119,58.5365694544,58.5365694544,58.5365694544,119,True,0,0.42119205298,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,CONTEXT_CONDITIONAL,all,119,58.5365694544,46.2387887078,58.5365694544,100,True,0,0.42119205298,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,25,RACE,TRIMMED_SENSITIVITY,all,119,46.2387887078,46.2387887078,46.2387887078,118,True,1,0.529801324503,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,MAX_SCORE,100,100,45.8045185891,45.8045185891,45.8045185891,100,False,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,FINITE_SAMPLE,100,100,45.8045185891,45.8045185891,45.8045185891,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,CONTEXT_CONDITIONAL,100,100,45.8045185891,45.8045185891,45.8045185891,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,TRIMMED_SENSITIVITY,100,100,37.3499262289,37.3499262289,37.3499262289,99,True,1,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,MAX_SCORE,all,119,45.8045185891,45.8045185891,45.8045185891,119,False,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,FINITE_SAMPLE,all,119,45.8045185891,45.8045185891,45.8045185891,119,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,CONTEXT_CONDITIONAL,all,119,37.3499262289,37.2563237477,45.8045185891,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,TargetOnly,TRIMMED_SENSITIVITY,all,119,37.3499262289,37.3499262289,37.3499262289,118,True,1,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,5,50,RACE,MAX_SCORE,100,100,62.088212908,62.088212908,62.088212908,100,False,0,0.397350993377,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,FINITE_SAMPLE,100,100,62.088212908,62.088212908,62.088212908,100,True,0,0.397350993377,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,CONTEXT_CONDITIONAL,100,100,62.088212908,62.088212908,62.088212908,100,True,0,0.397350993377,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,TRIMMED_SENSITIVITY,100,100,48.706849115,48.706849115,48.706849115,99,True,1,0.508609271523,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,MAX_SCORE,all,119,62.088212908,62.088212908,62.088212908,119,False,0,0.397350993377,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,FINITE_SAMPLE,all,119,62.088212908,62.088212908,62.088212908,119,True,0,0.397350993377,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,CONTEXT_CONDITIONAL,all,119,62.088212908,48.706849115,62.088212908,100,True,0,0.397350993377,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,50,RACE,TRIMMED_SENSITIVITY,all,119,48.706849115,48.706849115,48.706849115,118,True,1,0.508609271523,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,MAX_SCORE,100,100,38.5485239608,38.5485239608,38.5485239608,100,False,0,1,0.03,0.97,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,FINITE_SAMPLE,100,100,38.5485239608,38.5485239608,38.5485239608,100,True,0,1,0.03,0.97,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,CONTEXT_CONDITIONAL,100,100,38.5485239608,38.5485239608,38.5485239608,100,True,0,1,0.03,0.97,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,TRIMMED_SENSITIVITY,100,100,38.2071715346,38.2071715346,38.2071715346,99,True,1,1,0.04,0.96,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,MAX_SCORE,all,119,38.5485239608,38.5485239608,38.5485239608,119,False,0,1,0.03,0.97,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,FINITE_SAMPLE,all,119,38.5485239608,38.5485239608,38.5485239608,119,True,0,1,0.03,0.97,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,CONTEXT_CONDITIONAL,all,119,38.2071715346,36.4410336927,38.5485239608,100,True,0,1,0.03,0.97,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,TargetOnly,TRIMMED_SENSITIVITY,all,119,38.2071715346,38.2071715346,38.2071715346,118,True,1,1,0.04,0.96,False,False,,False,0,0,534
calibration-tail-robustness-v1.0.0,5,100,RACE,MAX_SCORE,100,100,71.1483792923,71.1483792923,71.1483792923,100,False,0,0.380132450331,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,FINITE_SAMPLE,100,100,71.1483792923,71.1483792923,71.1483792923,100,True,0,0.380132450331,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,CONTEXT_CONDITIONAL,100,100,71.1483792923,71.1483792923,71.1483792923,100,True,0,0.380132450331,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,TRIMMED_SENSITIVITY,100,100,54.7685379743,54.7685379743,54.7685379743,99,True,1,0.479470198675,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,MAX_SCORE,all,119,71.1483792923,71.1483792923,71.1483792923,119,False,0,0.380132450331,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,FINITE_SAMPLE,all,119,71.1483792923,71.1483792923,71.1483792923,119,True,0,0.380132450331,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,CONTEXT_CONDITIONAL,all,119,71.1483792923,54.7685379743,71.1483792923,100,True,0,0.380132450331,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,5,100,RACE,TRIMMED_SENSITIVITY,all,119,54.7685379743,54.7685379743,54.7685379743,118,True,1,0.479470198675,0.02,0.98,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,MAX_SCORE,100,100,33600.4211148,33600.4211148,33600.4211148,100,False,0,0.356291390728,0,1,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,FINITE_SAMPLE,100,100,33600.4211148,33600.4211148,33600.4211148,100,True,0,0.356291390728,0,1,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,CONTEXT_CONDITIONAL,100,100,33600.4211148,33600.4211148,33600.4211148,100,True,0,0.356291390728,0,1,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,TRIMMED_SENSITIVITY,100,100,33599.6158462,33599.6158462,33599.6158462,99,True,1,0.415894039735,0.02,0.98,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,MAX_SCORE,all,119,33600.4211148,33600.4211148,33600.4211148,119,False,0,0.356291390728,0,1,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,FINITE_SAMPLE,all,119,33600.4211148,33600.4211148,33600.4211148,119,True,0,0.356291390728,0,1,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,CONTEXT_CONDITIONAL,all,119,33600.4211148,33374.5890492,33600.4211148,100,True,0,0.358940397351,0,1,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,TargetOnly,TRIMMED_SENSITIVITY,all,119,33599.6158462,33599.6158462,33599.6158462,118,True,1,0.415894039735,0.02,0.98,False,False,,False,0,0,526
calibration-tail-robustness-v1.0.0,6,10,RACE,MAX_SCORE,100,100,61.4543743491,61.4543743491,61.4543743491,100,False,0,0.423841059603,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,FINITE_SAMPLE,100,100,61.4543743491,61.4543743491,61.4543743491,100,True,0,0.423841059603,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,CONTEXT_CONDITIONAL,100,100,61.4543743491,61.4543743491,61.4543743491,100,True,0,0.423841059603,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,TRIMMED_SENSITIVITY,100,100,51.6394026184,51.6394026184,51.6394026184,99,True,1,0.508609271523,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,MAX_SCORE,all,119,61.4543743491,61.4543743491,61.4543743491,119,False,0,0.423841059603,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,FINITE_SAMPLE,all,119,61.4543743491,61.4543743491,61.4543743491,119,True,0,0.423841059603,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,CONTEXT_CONDITIONAL,all,119,61.4543743491,51.6394026184,61.4543743491,100,True,0,0.425165562914,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,10,RACE,TRIMMED_SENSITIVITY,all,119,51.6394026184,51.6394026184,51.6394026184,118,True,1,0.508609271523,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,MAX_SCORE,100,100,23591.761592,23591.761592,23591.761592,100,False,0,0.237086092715,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,FINITE_SAMPLE,100,100,23591.761592,23591.761592,23591.761592,100,True,0,0.237086092715,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,CONTEXT_CONDITIONAL,100,100,23591.761592,23591.761592,23591.761592,100,True,0,0.237086092715,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,TRIMMED_SENSITIVITY,100,100,23591.4869418,23591.4869418,23591.4869418,99,True,1,0.249006622517,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,MAX_SCORE,all,119,23591.761592,23591.761592,23591.761592,119,False,0,0.237086092715,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,FINITE_SAMPLE,all,119,23591.761592,23591.761592,23591.761592,119,True,0,0.237086092715,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,CONTEXT_CONDITIONAL,all,119,23591.761592,23591.372462,23591.761592,100,True,0,0.238410596026,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,TargetOnly,TRIMMED_SENSITIVITY,all,119,23591.4869418,23591.4869418,23591.4869418,118,True,1,0.249006622517,0.01,0.99,False,False,,False,0,0,530
calibration-tail-robustness-v1.0.0,6,25,RACE,MAX_SCORE,100,100,58.4370652105,58.4370652105,58.4370652105,100,False,0,0.435761589404,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,FINITE_SAMPLE,100,100,58.4370652105,58.4370652105,58.4370652105,100,True,0,0.435761589404,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,CONTEXT_CONDITIONAL,100,100,58.4370652105,58.4370652105,58.4370652105,100,True,0,0.435761589404,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,TRIMMED_SENSITIVITY,100,100,47.7717724772,47.7717724772,47.7717724772,99,True,1,0.519205298013,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,MAX_SCORE,all,119,58.4370652105,58.4370652105,58.4370652105,119,False,0,0.435761589404,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,FINITE_SAMPLE,all,119,58.4370652105,58.4370652105,58.4370652105,119,True,0,0.435761589404,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,CONTEXT_CONDITIONAL,all,119,58.4370652105,47.7717724772,58.4370652105,100,True,0,0.437086092715,0,1,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,25,RACE,TRIMMED_SENSITIVITY,all,119,47.7717724772,47.7717724772,47.7717724772,118,True,1,0.519205298013,0.01,0.99,False,False,,False,0,0,542
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,MAX_SCORE,100,100,67.2828528692,67.2828528692,67.2828528692,100,False,0,1,0.01,0.99,True,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,FINITE_SAMPLE,100,100,67.2828528692,67.2828528692,67.2828528692,100,True,0,1,0.01,0.99,True,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,CONTEXT_CONDITIONAL,100,100,67.2828528692,67.2828528692,67.2828528692,100,True,0,1,0.01,0.99,True,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,TRIMMED_SENSITIVITY,100,100,40.2186106738,40.2186106738,40.2186106738,99,True,1,1,0.02,0.98,False,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,MAX_SCORE,all,119,67.2828528692,67.2828528692,67.2828528692,119,False,0,1,0.01,0.99,True,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,FINITE_SAMPLE,all,119,67.2828528692,67.2828528692,67.2828528692,119,True,0,1,0.01,0.99,True,False,,False,0,0,533
calibration-tail-robustness-v1.0.0,6,50,TargetOnly,CONTEXT_CONDITIONAL,all,119,40.2186106738,37.8230562007,67.2828528692,100,True,0,1,0.02,0.98,False,False,,False,0,0,533
