protocol_version,detector,commissioning_size,seed,false_positive_rate,recall,success,threshold,retained_features,target_weight
nested-split-conformal-v2,RACE,25,1,0.0,0.4052980132450331,False,56.91278464991478,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,1,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,25,1,0.0,1.0,True,110.46657636534727,529,
nested-split-conformal-v2,Pooled,25,2,0.03,0.6622516556291391,False,47.21091203914953,542,
nested-split-conformal-v2,RACE,25,2,0.03,0.5139072847682119,False,46.213752744225914,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,2,0.03,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,25,2,0.02,0.5536423841059602,False,21955.1620941908,531,
nested-split-conformal-v2,Pooled,25,3,0.01,0.9602649006622517,True,38.408018642606685,542,
nested-split-conformal-v2,RACE,25,3,0.0,0.9562913907284768,True,30.618905141449538,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,3,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,3,0.0,1.0,True,75.46479657928555,530,
nested-split-conformal-v2,Pooled,25,4,0.01,0.5258278145695364,False,58.115737553108886,542,
nested-split-conformal-v2,RACE,25,4,0.0,0.40794701986754967,False,56.33322998472081,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,4,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,4,0.0,0.14701986754966886,False,30071.060054414866,530,
nested-split-conformal-v2,Pooled,25,5,0.0,0.5046357615894039,False,60.44148912070481,542,
nested-split-conformal-v2,RACE,25,5,0.0,0.42119205298013246,False,58.53656945438932,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,5,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,25,5,0.02,1.0,False,43.02292594757192,533,
nested-split-conformal-v2,Pooled,25,6,0.0,0.5258278145695364,False,57.99485889367731,542,
nested-split-conformal-v2,RACE,25,6,0.0,0.4357615894039735,False,58.43706521047928,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,6,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,6,0.01,0.2370860927152318,False,23591.76159198557,530,
nested-split-conformal-v2,Pooled,25,7,0.01,0.5152317880794702,False,58.10917144474529,542,
nested-split-conformal-v2,RACE,25,7,0.01,0.41721854304635764,False,55.74634636492865,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,7,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,7,0.0,0.5417218543046357,False,28437.743511670884,529,
nested-split-conformal-v2,Pooled,25,8,0.02,0.7920529801324503,False,43.11272810424365,542,
nested-split-conformal-v2,RACE,25,8,0.04,0.9602649006622517,False,31.02003654894299,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,8,0.02,0.7814569536423841,False,43.99057039074639,540,
nested-split-conformal-v2,TargetOnly,25,8,0.01,1.0,True,126.30176408317905,532,
nested-split-conformal-v2,Pooled,25,9,0.0,0.5403973509933775,False,56.96989168217637,542,
nested-split-conformal-v2,RACE,25,9,0.0,0.4384105960264901,False,55.98702015486168,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,9,0.0,0.5364238410596026,False,58.514499212873325,540,
nested-split-conformal-v2,TargetOnly,25,9,0.0,0.0026490066225165563,False,9595.408741905843,532,
nested-split-conformal-v2,Pooled,25,10,0.01,0.9814569536423841,True,37.05346186010766,542,
nested-split-conformal-v2,RACE,25,10,0.03,0.9986754966887417,False,26.5885360519085,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,10,0.01,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,25,10,0.01,1.0,True,56.714102024833565,534,
nested-split-conformal-v2,Pooled,25,11,0.04,0.9708609271523179,False,37.58183719218996,542,
nested-split-conformal-v2,RACE,25,11,0.02,0.8834437086092716,False,32.03395501520779,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,11,0.03,0.7814569536423841,False,43.99057039074639,540,
nested-split-conformal-v2,TargetOnly,25,11,0.03,0.6105960264900663,False,19848.090674016465,531,
nested-split-conformal-v2,Pooled,25,12,0.01,0.6940397350993377,False,48.33858499183485,542,
nested-split-conformal-v2,RACE,25,12,0.03,0.9841059602649007,False,29.97272732853538,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,12,0.01,0.7827814569536424,False,43.911866291278315,540,
nested-split-conformal-v2,TargetOnly,25,12,0.02,1.0,False,53.95430505084484,532,
nested-split-conformal-v2,Pooled,25,13,0.01,0.5298013245033113,False,57.89692116471215,542,
nested-split-conformal-v2,RACE,25,13,0.01,0.4291390728476821,False,56.40868170971789,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,13,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,13,0.0,1.0,True,69.34618839592801,529,
nested-split-conformal-v2,Pooled,25,14,0.0,0.5086092715231788,False,59.343984047273786,542,
nested-split-conformal-v2,RACE,25,14,0.0,0.4,False,52.802174710419365,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,14,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,14,0.0,0.42649006622516555,False,23591.765665807656,532,
nested-split-conformal-v2,Pooled,25,15,0.02,0.8264900662251655,False,41.773319273204656,542,
nested-split-conformal-v2,RACE,25,15,0.01,0.8993377483443709,False,32.689981324829226,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,15,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,15,0.03,1.0,False,42.00579005575098,533,
nested-split-conformal-v2,Pooled,25,16,0.01,0.8490066225165563,False,41.15247830801728,542,
nested-split-conformal-v2,RACE,25,16,0.02,0.937748344370861,False,30.217259365748166,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,16,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,25,16,0.01,1.0,True,104.29056129235516,533,
nested-split-conformal-v2,Pooled,25,17,0.01,0.5231788079470199,False,58.06452554983165,542,
nested-split-conformal-v2,RACE,25,17,0.01,0.40794701986754967,False,55.289589292958105,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,17,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,25,17,0.02,1.0,False,42.538457082164676,530,
nested-split-conformal-v2,Pooled,25,18,0.03,0.6821192052980133,False,46.919144332769896,542,
nested-split-conformal-v2,RACE,25,18,0.03,0.5205298013245033,False,46.072064789299446,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,18,0.03,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,25,18,0.01,1.0,True,65.4721338277908,532,
nested-split-conformal-v2,Pooled,25,19,0.02,0.8357615894039735,False,41.301100855967036,542,
nested-split-conformal-v2,RACE,25,19,0.02,0.7841059602649006,False,35.6363979941241,542,0.29411764705882354
nested-split-conformal-v2,SourceOnly,25,19,0.02,0.8543046357615894,False,42.22916597679236,540,
nested-split-conformal-v2,TargetOnly,25,19,0.0,0.14701986754966886,False,25734.868293622025,531,
nested-split-conformal-v2,Pooled,50,0,0.0,0.5350993377483444,False,56.28090893426874,542,
nested-split-conformal-v2,RACE,50,0,0.0,0.40264900662251657,False,58.96815020700607,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,0,0.0,0.5364238410596026,False,58.514499212873325,540,
nested-split-conformal-v2,TargetOnly,50,0,0.01,1.0,True,84.48908421711728,532,
nested-split-conformal-v2,Pooled,50,1,0.0,0.5046357615894039,False,59.04034552608835,542,
nested-split-conformal-v2,RACE,50,1,0.0,0.3973509933774834,False,61.244336514013995,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,1,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,50,1,0.0,1.0,True,124.3335352041251,532,
nested-split-conformal-v2,Pooled,50,2,0.03,0.6596026490066225,False,46.67205147482726,542,
nested-split-conformal-v2,RACE,50,2,0.03,0.5099337748344371,False,48.464938874008276,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,2,0.03,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,50,2,0.03,1.0,False,52.668969787470054,531,
nested-split-conformal-v2,Pooled,50,3,0.01,0.9721854304635762,True,37.273698984047826,542,
nested-split-conformal-v2,RACE,50,3,0.0,0.9960264900662251,True,29.72630273068619,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,3,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,3,0.0,1.0,True,76.54215649804945,532,
nested-split-conformal-v2,Pooled,50,4,0.01,0.519205298013245,False,57.83889487509245,542,
nested-split-conformal-v2,RACE,50,4,0.01,0.39470198675496687,False,59.57650886058856,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,4,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,4,0.0,0.0026490066225165563,False,9665.48846047188,531,
nested-split-conformal-v2,Pooled,50,5,0.0,0.5046357615894039,False,59.26193693137508,542,
nested-split-conformal-v2,RACE,50,5,0.0,0.3973509933774834,False,62.088212908026605,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,5,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,50,5,0.02,1.0,False,45.804518589116014,533,
nested-split-conformal-v2,Pooled,50,6,0.0,0.7973509933774835,False,41.39739676283639,542,
nested-split-conformal-v2,RACE,50,6,0.02,0.9576158940397351,False,32.654972365243864,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,6,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,6,0.01,1.0,True,67.28285286922184,533,
nested-split-conformal-v2,Pooled,50,7,0.01,0.5165562913907285,False,57.87989296260011,542,
nested-split-conformal-v2,RACE,50,7,0.01,0.40264900662251657,False,60.70266743336033,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,7,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,7,0.01,1.0,True,39.25968919807966,531,
nested-split-conformal-v2,Pooled,50,8,0.04,0.9973509933774835,False,34.245123313859615,542,
nested-split-conformal-v2,RACE,50,8,0.02,0.9920529801324504,False,31.659556721145844,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,8,0.02,0.7814569536423841,False,43.99057039074639,540,
nested-split-conformal-v2,TargetOnly,50,8,0.01,1.0,True,139.890010816688,532,
nested-split-conformal-v2,Pooled,50,9,0.0,0.8847682119205298,False,39.66959737065753,542,
nested-split-conformal-v2,RACE,50,9,0.0,0.8980132450331125,False,33.457544159324755,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,9,0.0,0.5364238410596026,False,58.514499212873325,540,
nested-split-conformal-v2,TargetOnly,50,9,0.0,0.0026490066225165563,False,12737.267601929665,535,
nested-split-conformal-v2,Pooled,50,10,0.03,0.9986754966887417,False,33.53721223800043,542,
nested-split-conformal-v2,RACE,50,10,0.03,1.0,False,26.754863661380284,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,10,0.01,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,50,10,0.01,1.0,True,63.96650987734656,534,
nested-split-conformal-v2,Pooled,50,11,0.04,0.9933774834437086,False,34.97039803250312,542,
nested-split-conformal-v2,RACE,50,11,0.03,0.9841059602649007,False,31.522919663601865,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,11,0.03,0.7814569536423841,False,43.99057039074639,540,
nested-split-conformal-v2,TargetOnly,50,11,0.01,1.0,True,106.90147903919255,534,
nested-split-conformal-v2,Pooled,50,12,0.01,0.9920529801324504,True,35.439920091271105,542,
nested-split-conformal-v2,RACE,50,12,0.03,1.0,False,27.58081551163198,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,12,0.01,0.7827814569536424,False,43.911866291278315,540,
nested-split-conformal-v2,TargetOnly,50,12,0.02,1.0,False,61.266744214177706,533,
nested-split-conformal-v2,Pooled,50,13,0.01,0.5139072847682119,False,57.80254155050638,542,
nested-split-conformal-v2,RACE,50,13,0.01,0.40264900662251657,False,60.568384501320025,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,13,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,13,0.0,1.0,True,64.77523859458296,532,
nested-split-conformal-v2,Pooled,50,14,0.0,0.7615894039735099,False,42.09962862069824,542,
nested-split-conformal-v2,RACE,50,14,0.01,0.9271523178807947,True,30.250175640677078,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,14,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,14,0.01,1.0,True,33.41419912289365,534,
nested-split-conformal-v2,Pooled,50,15,0.0,0.8052980132450331,False,41.231525662497006,542,
nested-split-conformal-v2,RACE,50,15,0.02,0.9417218543046357,False,33.2002004596268,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,15,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,15,0.04,1.0,False,42.32289571695418,534,
nested-split-conformal-v2,Pooled,50,16,0.01,0.8317880794701987,False,40.730105816484354,542,
nested-split-conformal-v2,RACE,50,16,0.02,0.9708609271523179,False,30.88518970969534,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,16,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,50,16,0.01,1.0,True,115.93507028204125,534,
nested-split-conformal-v2,Pooled,50,17,0.01,0.5258278145695364,False,57.451264767811494,542,
nested-split-conformal-v2,RACE,50,17,0.01,0.4013245033112583,False,59.221344254243434,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,17,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,50,17,0.03,1.0,False,35.479494538357244,532,
nested-split-conformal-v2,Pooled,50,18,0.03,0.6609271523178808,False,46.9055594558246,542,
nested-split-conformal-v2,RACE,50,18,0.03,0.5099337748344371,False,48.72690042410186,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,18,0.03,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,50,18,0.01,1.0,True,64.60430945276072,532,
nested-split-conformal-v2,Pooled,50,19,0.02,0.8874172185430463,False,39.60357495665277,542,
nested-split-conformal-v2,RACE,50,19,0.02,0.856953642384106,False,34.03703094719916,542,0.45454545454545453
nested-split-conformal-v2,SourceOnly,50,19,0.02,0.8543046357615894,False,42.22916597679236,540,
nested-split-conformal-v2,TargetOnly,50,19,0.0,0.0026490066225165563,False,11455.274555487802,534,
nested-split-conformal-v2,Pooled,100,0,0.01,0.9973509933774835,True,33.73018608905204,542,
nested-split-conformal-v2,RACE,100,0,0.01,1.0,True,28.927892809695063,542,0.625
nested-split-conformal-v2,SourceOnly,100,0,0.0,0.5364238410596026,False,58.514499212873325,540,
nested-split-conformal-v2,TargetOnly,100,0,0.01,1.0,True,81.51190521575604,533,
nested-split-conformal-v2,Pooled,100,1,0.0,0.4966887417218543,False,59.03196236897917,542,
nested-split-conformal-v2,RACE,100,1,0.0,0.3841059602649007,False,70.36975445878244,542,0.625
nested-split-conformal-v2,SourceOnly,100,1,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,100,1,0.0,1.0,True,121.44933178672908,533,
nested-split-conformal-v2,Pooled,100,2,0.03,0.6423841059602649,False,46.832390446894934,542,
nested-split-conformal-v2,RACE,100,2,0.03,0.49933774834437084,False,56.35314181608495,542,0.625
nested-split-conformal-v2,SourceOnly,100,2,0.03,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,100,2,0.03,1.0,False,47.05825962661042,532,
nested-split-conformal-v2,Pooled,100,3,0.0,0.9536423841059603,True,37.07565376074966,542,
nested-split-conformal-v2,RACE,100,3,0.0,0.9973509933774835,True,30.259528457255108,542,0.625
nested-split-conformal-v2,SourceOnly,100,3,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,100,3,0.0,1.0,True,45.89544587524324,533,
nested-split-conformal-v2,Pooled,100,4,0.0,0.7880794701986755,False,41.23655081006468,542,
nested-split-conformal-v2,RACE,100,4,0.0,0.8092715231788079,False,37.89293302029994,542,0.625
nested-split-conformal-v2,SourceOnly,100,4,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,100,4,0.0,0.0026490066225165563,False,12343.828210714375,534,
nested-split-conformal-v2,Pooled,100,5,0.0,0.4900662251655629,False,59.52825130681831,542,
nested-split-conformal-v2,RACE,100,5,0.0,0.3801324503311258,False,71.14837929228622,542,0.625
nested-split-conformal-v2,SourceOnly,100,5,0.01,0.5086092715231788,False,61.968002022180706,540,
nested-split-conformal-v2,TargetOnly,100,5,0.03,1.0,False,38.548523960844,534,
nested-split-conformal-v2,Pooled,100,6,0.0,0.7827814569536424,False,41.07561984040111,542,
nested-split-conformal-v2,RACE,100,6,0.01,0.990728476821192,True,33.73226623114707,542,0.625
nested-split-conformal-v2,SourceOnly,100,6,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,100,6,0.01,1.0,True,40.679275239296764,533,
nested-split-conformal-v2,Pooled,100,7,0.01,0.5086092715231788,False,58.26247916922076,542,
nested-split-conformal-v2,RACE,100,7,0.01,0.38675496688741723,False,71.04171563316937,542,0.625
nested-split-conformal-v2,SourceOnly,100,7,0.0,0.49933774834437084,False,62.88028961107517,540,
nested-split-conformal-v2,TargetOnly,100,7,0.01,1.0,True,39.988171903460334,532,
nested-split-conformal-v2,Pooled,100,8,0.04,0.9986754966887417,False,33.70361628007415,542,
nested-split-conformal-v2,RACE,100,8,0.02,0.9973509933774835,False,34.00910501738661,542,0.625
nested-split-conformal-v2,SourceOnly,100,8,0.02,0.7814569536423841,False,43.99057039074639,540,
nested-split-conformal-v2,TargetOnly,100,8,0.01,1.0,True,145.32332794848486,533,
nested-split-conformal-v2,Pooled,100,9,0.0,0.8768211920529801,False,39.06113202808558,542,
nested-split-conformal-v2,RACE,100,9,0.0,0.8145695364238411,False,38.224570668243246,542,0.625
nested-split-conformal-v2,SourceOnly,100,9,0.0,0.5364238410596026,False,58.514499212873325,540,
nested-split-conformal-v2,TargetOnly,100,9,0.0,0.0026490066225165563,False,14613.60507398462,534,
nested-split-conformal-v2,Pooled,100,10,0.03,1.0,False,31.580754841176077,542,
nested-split-conformal-v2,RACE,100,10,0.03,1.0,False,29.25418283400121,542,0.625
nested-split-conformal-v2,SourceOnly,100,10,0.01,0.6119205298013245,False,51.03482439502569,540,
nested-split-conformal-v2,TargetOnly,100,10,0.01,1.0,True,70.18881518612032,534,
nested-split-conformal-v2,Pooled,100,11,0.05,0.9986754966887417,False,33.59842646596552,542,
