seed,commissioning_size,detector,threshold,representative_threshold_episode_id,all_threshold_episode_ids,threshold_tie_count,max_score,second_max_score,max_second_ratio,max_second_gap,semantic_context,false_positive_rate,recall,retained_features,target_weight,exploratory_cluster
6,100,Pooled,41.07561984040109,1861,1861,1,41.07561984040109,34.24150189912442,1.1995858114346152,6.834117941276666,UNAVAILABLE,0.0,0.7827814569536424,542,,0
6,100,RACE,33.73226623114711,1861,1861,1,33.73226623114711,27.651919474404924,1.219888777065558,6.080346756742184,UNAVAILABLE,0.01,0.990728476821192,542,0.625,0
7,10,SourceOnly,62.880289611075185,1861,1861,1,62.880289611075185,43.91186629127825,1.4319657742163518,18.968423319796933,UNAVAILABLE,0.0,0.49933774834437084,540,,0
7,10,TargetOnly,31895.37563273178,2019,2019,1,31895.37563273178,31893.67601199091,1.0000532902115213,1.6996207408701594,UNAVAILABLE,0.0,0.4119205298013245,527,,2
7,10,Pooled,59.38857144410209,1861,1861,1,59.38857144410209,44.73927490512359,1.32743705770924,14.649296538978504,UNAVAILABLE,0.01,0.5165562913907285,542,,0
7,10,RACE,57.37636391176093,1861,1861,1,57.37636391176093,34.122303062595094,1.6814915396099674,23.25406084916584,UNAVAILABLE,0.0,0.4463576158940397,542,0.14285714285714285,0
7,25,SourceOnly,62.880289611075185,1861,1861,1,62.880289611075185,43.91186629127825,1.4319657742163518,18.968423319796933,UNAVAILABLE,0.0,0.49933774834437084,540,,0
7,25,TargetOnly,28437.743511670902,2010,2010,1,28437.743511670902,28437.213659957277,1.0000186323357823,0.5298517136252485,UNAVAILABLE,0.0,0.5417218543046357,529,,2
7,25,Pooled,58.10917144474538,1861,1861,1,58.10917144474538,37.09395485708252,1.5665401995724466,21.015216587662856,UNAVAILABLE,0.01,0.5152317880794702,542,,0
7,25,RACE,55.74634636492877,1861,1861,1,55.74634636492877,28.22487849743218,1.9750783469271769,27.52146786749659,UNAVAILABLE,0.01,0.41721854304635764,542,0.29411764705882354,0
7,50,SourceOnly,62.880289611075185,1861,1861,1,62.880289611075185,43.91186629127825,1.4319657742163518,18.968423319796933,UNAVAILABLE,0.0,0.49933774834437084,540,,0
7,50,TargetOnly,39.259689198079684,1901,1901,1,39.259689198079684,36.55117786558763,1.074101889204563,2.7085113324920513,UNAVAILABLE,0.01,1.0,531,,2
7,50,Pooled,57.879892962600245,1861,1861,1,57.879892962600245,33.05013667646499,1.7512754494542389,24.829756286135257,UNAVAILABLE,0.01,0.5165562913907285,542,,0
7,50,RACE,60.70266743336043,1861,1861,1,60.70266743336043,28.22837519227159,2.15041308682831,32.47429224108885,UNAVAILABLE,0.01,0.40264900662251657,542,0.45454545454545453,0
7,100,SourceOnly,62.880289611075185,1861,1861,1,62.880289611075185,43.91186629127825,1.4319657742163518,18.968423319796933,UNAVAILABLE,0.0,0.49933774834437084,540,,0
7,100,TargetOnly,39.988171903460334,1899,1899,1,39.988171903460334,39.01687141287095,1.024894371471029,0.9713004905893854,UNAVAILABLE,0.01,1.0,532,,1
7,100,Pooled,58.26247916922068,1861,1861,1,58.26247916922068,31.6924923433238,1.838368486077555,26.569986825896883,UNAVAILABLE,0.01,0.5086092715231788,542,,0
7,100,RACE,71.04171563316953,1861,1861,1,71.04171563316953,28.739123519557573,2.4719513656992413,42.30259211361196,UNAVAILABLE,0.01,0.38675496688741723,542,0.625,0
8,10,SourceOnly,43.99057039074653,1840,1840,1,43.99057039074653,42.263051438810045,1.040875395720956,1.7275189519364815,UNAVAILABLE,0.02,0.7814569536423841,540,,2
8,10,TargetOnly,127.4501456452259,1840,1840,1,127.4501456452259,77.9417805935585,1.6351967413964752,49.5083650516674,UNAVAILABLE,0.02,1.0,527,,2
8,10,Pooled,57.217226985015586,1871,1871,1,57.217226985015586,56.693983062277205,1.0092292672780392,0.5232439227383807,UNAVAILABLE,0.01,0.5933774834437087,542,,2
8,10,RACE,37.38728376789839,1871,1871,1,37.38728376789839,37.153473939155006,1.006293081210287,0.2338098287433823,UNAVAILABLE,0.02,0.7350993377483444,542,0.14285714285714285,2
8,25,SourceOnly,43.99057039074653,1840,1840,1,43.99057039074653,42.263051438810045,1.040875395720956,1.7275189519364815,UNAVAILABLE,0.02,0.7814569536423841,540,,2
8,25,TargetOnly,126.3017640831791,1840,1840,1,126.3017640831791,34.207013760141216,3.692276822782723,92.09475032303789,UNAVAILABLE,0.01,1.0,532,,2
8,25,Pooled,43.112728104243686,1871,1871,1,43.112728104243686,42.29245559487691,1.0193952443249983,0.8202725093667738,UNAVAILABLE,0.02,0.7920529801324503,542,,2
8,25,RACE,31.020036548942958,1840,1840,1,31.020036548942958,29.006631853110942,1.069411874706028,2.0134046958320155,UNAVAILABLE,0.04,0.9602649006622517,542,0.29411764705882354,2
8,50,SourceOnly,43.99057039074653,1840,1840,1,43.99057039074653,42.263051438810045,1.040875395720956,1.7275189519364815,UNAVAILABLE,0.02,0.7814569536423841,540,,2
8,50,TargetOnly,139.8900108166881,1840,1840,1,139.8900108166881,38.184305410090715,3.66354734790384,101.70570540659737,UNAVAILABLE,0.01,1.0,532,,2
8,50,Pooled,34.24512331385952,1840,1840,1,34.24512331385952,33.24231526145699,1.0301666127799842,1.0028080524025356,UNAVAILABLE,0.04,0.9973509933774835,542,,2
8,50,RACE,31.65955672114585,1840,1840,1,31.65955672114585,27.298989652254956,1.1597336430555665,4.360567068890894,UNAVAILABLE,0.02,0.9920529801324504,542,0.45454545454545453,2
8,100,SourceOnly,43.99057039074653,1840,1840,1,43.99057039074653,42.263051438810045,1.040875395720956,1.7275189519364815,UNAVAILABLE,0.02,0.7814569536423841,540,,2
8,100,TargetOnly,145.3233279484847,1840,1840,1,145.3233279484847,43.11489415359303,3.370606162937176,102.20843379489166,UNAVAILABLE,0.01,1.0,533,,2
8,100,Pooled,33.70361628007395,1840,1840,1,33.70361628007395,30.272326021823364,1.1133474268140797,3.4312902582505878,UNAVAILABLE,0.04,0.9986754966887417,542,,2
8,100,RACE,34.00910501738656,1840,1840,1,34.00910501738656,28.412071586137507,1.1969949081072953,5.597033431249052,UNAVAILABLE,0.02,0.9973509933774835,542,0.625,2
9,10,SourceOnly,58.51449921287333,1775,1775,1,58.51449921287333,43.91186629127825,1.3325441197313777,14.602632921595081,UNAVAILABLE,0.0,0.5364238410596026,540,,1
9,10,TargetOnly,6755.918367536556,1710,1710,1,6755.918367536556,43.29069798218805,156.0593541438458,6712.6276695543675,UNAVAILABLE,0.0,0.0026490066225165563,529,,2
9,10,Pooled,57.862094920526864,1775,1775,1,57.862094920526864,46.38289399114457,1.2474878115965318,11.479200929382294,UNAVAILABLE,0.0,0.552317880794702,542,,1
9,10,RACE,54.38395778132277,1775,1775,1,54.38395778132277,33.69114937840706,1.6141912278058967,20.69280840291571,UNAVAILABLE,0.0,0.47152317880794703,542,0.14285714285714285,1
9,25,SourceOnly,58.51449921287333,1775,1775,1,58.51449921287333,43.91186629127825,1.3325441197313777,14.602632921595081,UNAVAILABLE,0.0,0.5364238410596026,540,,1
9,25,TargetOnly,9595.408741905838,1710,1710,1,9595.408741905838,38.61963804970183,248.45931309757373,9556.789103856136,UNAVAILABLE,0.0,0.0026490066225165563,532,,2
9,25,Pooled,56.969891682176446,1775,1775,1,56.969891682176446,40.78368216051618,1.3968795524139943,16.186209521660267,UNAVAILABLE,0.0,0.5403973509933775,542,,1
9,25,RACE,55.98702015486165,1775,1775,1,55.98702015486165,32.21046957802162,1.7381621841695731,23.77655057684003,UNAVAILABLE,0.0,0.4384105960264901,542,0.29411764705882354,1
9,50,SourceOnly,58.51449921287333,1775,1775,1,58.51449921287333,43.91186629127825,1.3325441197313777,14.602632921595081,UNAVAILABLE,0.0,0.5364238410596026,540,,1
9,50,TargetOnly,12737.267601929623,1710,1710,1,12737.267601929623,36.387505234453336,350.04509157361525,12700.88009669517,UNAVAILABLE,0.0,0.0026490066225165563,535,,2
